Date,Open,High,Low,Close,Volume,ADV20,Return,Ticker,Index_Name,GICS_Sector,Event_Type,strategy_1_n,strategy_1,strategy_1_md,Volatility
4/18/2024,208.8800049,217.7899933,204.9400024,205.0599976,2323200,538670,0.053426455,DUOL,S&P MidCap 400,Consumer Discretionary,Corporate Action,1,0,-0.018288047,0.02618541
4/19/2024,203.9900055,210.1900024,196.75,200.1499939,6531000,816575,-0.02394423,DUOL,S&P MidCap 400,Consumer Discretionary,Corporate Action,2,-0.02394423,-0.020897192,0.026277569
4/22/2024,201.7400055,207.0500031,198.0700073,205.5700073,867600,843785,0.027079758,DUOL,S&P MidCap 400,Consumer Discretionary,Corporate Action,3,0.027079758,-0.005282136,0.027333975
5/13/2022,9,10.18999958,8.880000114,9.600000381,13577500,2491365,0.21059276,DVAX,S&P SmallCap 600,Health Care,Corporate Action,1,0,0.066666709,0.065512197
5/16/2022,9.479999542,10.11999989,9.420000076,9.819999695,29432200,3899255,0.022916594,DVAX,S&P SmallCap 600,Health Care,Corporate Action,2,0.022916594,0.045555539,0.065549387
5/17/2022,10,10.19999981,9.180000305,9.729999542,6563500,4176055,-0.009164985,DVAX,S&P SmallCap 600,Health Care,Corporate Action,3,-0.009164985,0.02703702,0.065579031
9/29/2023,20.69000053,21.05999947,20.61000061,20.82999992,2450700,2761910,0.017586743,DXC,S&P SmallCap 600,Information Technology,Corporate Action,1,0,0.006766524,0.0148768
10/2/2023,20.77000046,21.60000038,20.70000076,21.14999962,52528400,5284130,0.015362443,DXC,S&P SmallCap 600,Information Technology,Corporate Action,2,0.015362443,0.011116459,0.014732869
10/3/2023,20.92000008,21.51000023,20.87000084,21.15999985,3514000,5319015,0.000472824,DXC,S&P SmallCap 600,Information Technology,Corporate Action,3,0.000472824,0.007572085,0.014720005
3/6/2023,103.8000031,106.3000031,102.8499985,103.25,772900,637665,0.021165062,DY,S&P SmallCap 600,Industrials,Index Review,1,0,-0.00529868,0.041429622
3/7/2023,103.6200027,105.2900009,103.0899963,104.4800034,574400,647000,0.011912865,DY,S&P SmallCap 600,Industrials,Index Review,2,0.011912865,0.003275531,0.04013233
3/8/2023,104.9599991,105.8499985,102.6800003,104.0599976,460800,641100,-0.004019963,DY,S&P SmallCap 600,Industrials,Index Review,3,-0.004019963,0.000834921,0.040173079
3/9/2023,104.7900009,106.0599976,102.0599976,102.3700027,483200,603290,-0.016240581,DY,S&P SmallCap 600,Industrials,Index Review,4,-0.016240581,-0.003444124,0.038368853
3/10/2023,102.1500015,103.0100021,97.59999847,99.23999786,714000,591180,-0.030575411,DY,S&P SmallCap 600,Industrials,Index Review,5,-0.030575411,-0.008786137,0.038760769
3/13/2023,97.94000244,99.88999939,95.68000031,96.52999878,606200,600430,-0.027307529,DY,S&P SmallCap 600,Industrials,Index Review,6,-0.027307529,-0.011673096,0.039676771
3/14/2023,99.51999664,101,97.37999725,99.19000244,627200,609540,0.027556238,DY,S&P SmallCap 600,Industrials,Index Review,7,0.027556238,-0.006344619,0.039826615
3/15/2023,97.05000305,97.80000305,93.08000183,95.38999939,645600,625020,-0.038310343,DY,S&P SmallCap 600,Industrials,Index Review,8,-0.038310343,-0.010127653,0.041025839
3/16/2023,93.56999969,98.18000031,93.27999878,97.22000122,445800,609655,0.01918442,DY,S&P SmallCap 600,Industrials,Index Review,9,0.01918442,-0.007043461,0.039976399
3/17/2023,96.44999695,96.80000305,93.58000183,95.38999939,5994900,887665,-0.018823306,DY,S&P SmallCap 600,Industrials,Index Review,10,-0.018823306,-0.008102123,0.040435086
3/20/2023,95.70999908,97.09999847,94.16999817,95.11000061,559500,894070,-0.002935305,DY,S&P SmallCap 600,Industrials,Index Review,11,-0.002935305,-0.007610792,0.040131518
6/29/2022,25,25,23.70000076,23.75,152000,49640,-0.04040404,EHAB,S&P SmallCap 600,Health Care,Corporate Action,1,0,-0.05,0.017495521
6/30/2022,24,24.75,22.75,22.96999931,101100,58216.66667,-0.032842134,EHAB,S&P SmallCap 600,Health Care,Corporate Action,2,-0.032842134,-0.040600014,0.018199476
7/1/2022,22.85000038,23.51000023,21.44499969,22.73999977,14398100,2106771.429,-0.010013041,EHAB,S&P SmallCap 600,Health Care,Corporate Action,3,-0.010013041,-0.030133336,0.016677752
7/5/2022,21.45000076,22.79999924,21.20999908,21.34000015,2046500,2099237.5,-0.061565507,EHAB,S&P SmallCap 600,Health Care,Corporate Action,4,-0.061565507,-0.036599998,0.023007229
1/18/2024,160.5200043,161.5700073,151.2400055,156.3800049,2588900,1083930,-0.041201723,ELF,S&P MidCap 400,Consumer Staples,Corporate Action,1,0,-0.025791174,0.03414702
1/19/2024,161.1699982,161.1699982,153.5,157.7899933,1721400,1115170,0.009016424,ELF,S&P MidCap 400,Consumer Staples,Corporate Action,2,0.009016424,-0.008503647,0.033507345
1/22/2024,153.2200012,154.2700043,143.0899963,153.8600006,11977100,1653865,-0.024906476,ELF,S&P MidCap 400,Consumer Staples,Corporate Action,3,-0.024906476,-0.01383006,0.031729699
1/23/2024,155.6199951,158.0200043,153.3600006,156.1799927,1009100,1661385,0.015078591,ELF,S&P MidCap 400,Consumer Staples,Corporate Action,4,0.015078591,-0.0067593,0.031834223
7/20/2023,67.86203864,68.48001906,67.14750015,68.383461,7412400,1463055,0.057330417,ELS,S&P MidCap 400,Real Estate,Corporate Action,1,0,0.007683565,0.017152449
7/21/2023,68.90488486,69.57114801,68.4317452,69.5228653,30453500,2917190,0.016661986,ELS,S&P MidCap 400,Real Estate,Corporate Action,2,0.016661986,0.012236787,0.016883476
7/24/2023,69.04971953,69.82219132,68.69244663,69.13661957,2636100,2949335,-0.005555665,ELS,S&P MidCap 400,Real Estate,Corporate Action,3,-0.005555665,0.006260648,0.015761995
3/28/2022,41.03047198,41.03047198,39.16638252,40.56421661,1100,6540,0.011392745,EMBC,S&P SmallCap 600,Health Care,Corporate Action,1,0,-0.011363636,0.060387034
3/29/2022,40.56421621,40.61084104,36.84349689,37.34705353,15500,8033.333333,-0.079310371,EMBC,S&P SmallCap 600,Health Care,Corporate Action,2,-0.079310371,-0.044886377,0.059531315
3/30/2022,37.69208296,38.07441579,33.94339286,33.96203995,46100,13471.42857,-0.090636697,EMBC,S&P SmallCap 600,Health Care,Corporate Action,3,-0.090636697,-0.057424248,0.059245625
3/31/2022,33.90609196,33.90609196,31.08058548,31.08058548,132200,28312.5,-0.084843386,EMBC,S&P SmallCap 600,Health Care,Corporate Action,4,-0.084843386,-0.060624982,0.057386444
4/1/2022,30.17604443,30.91272868,26.66514071,28.4415741,22998000,2580500,-0.084908677,EMBC,S&P SmallCap 600,Health Care,Corporate Action,5,-0.084908677,-0.061363651,0.055460276
4/4/2022,28.08722536,31.50021288,28.08722536,29.28083801,5199700,2842420,0.02950835,EMBC,S&P SmallCap 600,Health Care,Corporate Action,6,0.02950835,-0.047727268,0.057713016
9/5/2023,33.25046314,34.54818139,33.21201131,34.00025558,1352400,586745,0.028197627,ENR,S&P SmallCap 600,Consumer Staples,Index Review,1,0,0.022549835,0.029653421
9/6/2023,33.9329618,34.22134318,33.5196138,34.10599136,665400,523835,0.003109852,ENR,S&P SmallCap 600,Consumer Staples,Index Review,2,0.003109852,0.012864907,0.020408146
9/7/2023,34.16367181,34.30786068,33.72148674,33.9521904,833500,521530,-0.0045095,ENR,S&P SmallCap 600,Consumer Staples,Index Review,3,-0.0045095,0.007034762,0.013899403
9/8/2023,34.09638132,34.29344053,33.72148514,33.72148514,743400,529165,-0.006795004,ENR,S&P SmallCap 600,Consumer Staples,Index Review,4,-0.006795004,0.003541469,0.012373556
9/11/2023,34.1252185,34.15405554,33.46194092,33.48116684,726200,541365,-0.007126563,ENR,S&P SmallCap 600,Consumer Staples,Index Review,5,-0.007126563,0.001387672,0.011603851
9/12/2023,33.43310212,33.59652058,32.91401705,32.97169113,585200,553855,-0.015216785,ENR,S&P SmallCap 600,Consumer Staples,Index Review,6,-0.015216785,-0.001397334,0.012105531
9/13/2023,33.04858795,33.10722644,32.26034388,32.30840683,727200,572495,-0.020116781,ENR,S&P SmallCap 600,Consumer Staples,Index Review,7,-0.020116781,-0.004047447,0.012696704
9/14/2023,32.41415298,33.09665648,32.41415298,33.05820465,812400,584060,0.023207515,ENR,S&P SmallCap 600,Consumer Staples,Index Review,8,0.023207515,-0.000722766,0.013532143
9/15/2023,32.91402055,33.38504271,32.83711687,32.9332428,12377500,1179195,-0.003780056,ENR,S&P SmallCap 600,Consumer Staples,Index Review,9,-0.003780056,-0.001060037,0.013440363
9/18/2023,33.03898388,33.03898388,32.23151363,32.43338394,600200,1183355,-0.015177942,ENR,S&P SmallCap 600,Consumer Staples,Index Review,10,-0.015177942,-0.002457347,0.013822052
9/27/2024,143.7101483,145.5693745,140.661415,144.0500031,1439300,446325,-0.022519067,ENSG,S&P MidCap 400,Health Care,Corporate Action,1,0,0.002364863,0.012467089
9/30/2024,143.5800018,145.6199951,137.4400024,143.8200073,11223200,993320,-0.001596638,ENSG,S&P MidCap 400,Health Care,Corporate Action,2,-0.001596638,0.000382224,0.01222523
10/1/2024,144.1900024,146.5099945,143.1499939,145.1799927,813900,1011155,0.009456162,ENSG,S&P MidCap 400,Health Care,Corporate Action,3,0.009456162,0.00340928,0.0116356
11/3/2023,38.95000076,40.84000015,38.95000076,40.58000183,2119500,611185,0.08242198,ENV,S&P SmallCap 600,Information Technology,Corporate Action,1,0,0.04184855,0.036914639
11/6/2023,40.79999924,40.86000061,39,39.49000168,10092300,1085055,-0.026860525,ENV,S&P SmallCap 600,Information Technology,Corporate Action,2,-0.026860525,0.006931976,0.035671993
11/7/2023,38.86000061,39.68000031,38.02000046,38.24000168,1049700,1077520,-0.031653582,ENV,S&P SmallCap 600,Information Technology,Corporate Action,3,-0.031653582,-0.006076158,0.032455043
12/4/2023,31.259966,31.76542669,30.8477466,31.65255547,8750600,2860015,0.031669892,EQH,S&P MidCap 400,Financials,Index Review,1,0,0.012558858,0.020947998
12/5/2023,31.18144856,31.40718727,30.72996927,30.73978424,4576300,2898665,-0.028837205,EQH,S&P MidCap 400,Financials,Index Review,2,-0.028837205,-0.008320255,0.019869466
12/6/2023,31.11274545,31.58385281,30.9458947,30.96552277,4379800,3012695,0.00734353,EQH,S&P MidCap 400,Financials,Index Review,3,0.00734353,-0.003139727,0.019826313
12/7/2023,31.14218861,31.4071872,31.03422768,31.27959633,4213300,3142705,0.010142686,EQH,S&P MidCap 400,Financials,Index Review,4,0.010142686,0.000156993,0.018947482
12/8/2023,31.19126185,31.68199725,31.19126185,31.52496147,4097200,3242365,0.007844255,EQH,S&P MidCap 400,Financials,Index Review,5,0.007844255,0.00169543,0.018444215
12/11/2023,31.99607039,32.18255296,31.79977846,31.89792442,4786000,3414220,0.011830719,EQH,S&P MidCap 400,Financials,Index Review,6,0.011830719,0.00340136,0.018283682
12/12/2023,32.0058871,32.41319996,31.84885132,32.20218277,4185700,3545425,0.0095385,EQH,S&P MidCap 400,Financials,Index Review,7,0.0095385,0.004305903,0.017781388
12/13/2023,32.04514506,33.25726297,32.04514506,32.97754288,6394900,3773270,0.024077874,EQH,S&P MidCap 400,Financials,Index Review,8,0.024077874,0.006868117,0.014976691
12/14/2023,33.32106292,34.15531482,33.05606433,33.82161331,9589700,4157675,0.02559531,EQH,S&P MidCap 400,Financials,Index Review,9,0.02559531,0.009105176,0.015377746
12/15/2023,33.71365186,33.91485596,33.18365841,33.40939713,51597100,6624705,-0.012187952,EQH,S&P MidCap 400,Financials,Index Review,10,-0.012187952,0.006875987,0.015542868
12/18/2023,33.29161291,33.48300388,33.02661809,33.30142975,5046100,6807745,-0.003231647,EQH,S&P MidCap 400,Financials,Index Review,11,-0.003231647,0.00593691,0.015702369
9/26/2022,39.46886935,40.01033484,37.85414765,38.07653427,8878300,7895445,-0.045564695,EQT,S&P 500,Energy,Corporate Action,1,0,-0.035276792,0.03798705
9/27/2022,38.67601172,39.52688501,37.73811726,37.9895134,8878000,8038710,-0.00228542,EQT,S&P 500,Energy,Corporate Action,2,-0.00228542,-0.018740795,0.037817721
9/28/2022,38.21189218,39.60422698,37.44804022,39.45919418,9025100,8094705,0.038686486,EQT,S&P 500,Energy,Corporate Action,3,0.038686486,-8.17E-05,0.03735113
9/29/2022,38.85972313,38.95641538,36.88724925,38.22156906,8045900,8170990,-0.031364683,EQT,S&P 500,Energy,Corporate Action,4,-0.031364683,-0.007900532,0.037224721
9/30/2022,37.80580456,39.42053016,37.60275636,39.40119171,102622300,13036815,0.030862748,EQT,S&P 500,Energy,Corporate Action,5,0.030862748,-0.000342942,0.037841046
10/3/2022,39.44953174,40.90955327,39.40118746,40.36808777,9169800,13230570,0.024539767,EQT,S&P 500,Energy,Corporate Action,6,0.024539767,0.003797163,0.037982454
8/2/2023,238.5512315,256.111733,237.5090102,253.4963379,643100,124045,0.169941462,ERIE,S&P MidCap 400,Financials,Corporate Action,1,0,0.062649462,0.040029722
8/3/2023,252.7294633,266.8486325,252.7294633,262.7977295,502400,144090,0.03669241,ERIE,S&P MidCap 400,Financials,Corporate Action,2,0.03669241,0.050820316,0.040347592
8/4/2023,262.7977345,273.5641158,262.7977345,269.5918579,550100,165905,0.025853071,ERIE,S&P MidCap 400,Financials,Corporate Action,3,0.025853071,0.043373809,0.040160717
8/7/2023,271.3714751,274.9799423,266.8879488,270.3685913,4114700,367950,0.002881146,ERIE,S&P MidCap 400,Financials,Corporate Action,4,0.002881146,0.033344368,0.040056206
8/8/2023,268.6184422,271.6074397,267.4385542,270.4078979,303200,378160,0.000145382,ERIE,S&P MidCap 400,Financials,Corporate Action,5,0.000145382,0.026708449,0.040146405
9/9/2024,515.3966426,535.6988838,500.6613433,502.0081787,282400,98710,-0.006142595,ERIE,S&P 500,Financials,Index Review,1,0,-0.02597701,0.01445295
9/10/2024,501.8086426,511.5657021,501.8086426,505.5498352,175700,105625,0.007054978,ERIE,S&P 500,Financials,Index Review,2,0.007054978,-0.00955265,0.014446339
9/11/2024,505.5298895,507.8045334,499.5339952,500.401947,107300,108910,-0.010182751,ERIE,S&P 500,Financials,Index Review,3,-0.010182751,-0.009697836,0.014886528
9/12/2024,501.2100764,509.8796386,501.2100764,509.7499695,114300,110120,0.018681027,ERIE,S&P 500,Financials,Index Review,4,0.018681027,-0.002738994,0.014520415
9/13/2024,513.5310134,521.2827834,510.9770285,519.7563477,125900,114040,0.019629973,ERIE,S&P 500,Financials,Index Review,5,0.019629973,0.001691786,0.014892889
9/16/2024,524.2557825,534.5815102,524.2557825,526.6601563,135400,117100,0.013282779,ERIE,S&P 500,Financials,Index Review,6,0.013282779,0.003642345,0.014853164
9/17/2024,525.8021121,532.4065588,519.1976655,523.6970825,140800,122100,-0.005626159,ERIE,S&P 500,Financials,Index Review,7,-0.005626159,0.002300708,0.015027127
9/18/2024,523.5574422,537.7141176,523.1184732,534.8908081,154800,127080,0.021374428,ERIE,S&P 500,Financials,Index Review,8,0.021374428,0.004727952,0.013860144
9/19/2024,536.5768493,537.8837702,523.4776817,525.0938721,145900,128545,-0.018315768,ERIE,S&P 500,Financials,Index Review,9,-0.018315768,0.002090565,0.014706965
9/20/2024,525.5228109,528.9647201,515.7957107,519.7863159,5408500,394655,-0.010107823,ERIE,S&P 500,Financials,Index Review,10,-0.010107823,0.000851708,0.014574458
9/23/2024,525.3133161,537.8239033,523.6472554,537.0158081,198500,401405,0.03314726,ERIE,S&P 500,Financials,Index Review,11,0.03314726,0.003813332,0.01599177
3/31/2022,49.54387665,49.54387665,49.54387665,49.54387665,0,33.33333333,0,ESAB,S&P MidCap 400,Industrials,Corporate Action,1,0,0,0
4/1/2022,49.54387665,49.54387665,49.54387665,49.54387665,0,25,0,ESAB,S&P MidCap 400,Industrials,Corporate Action,2,0,0,0
4/4/2022,49.54387665,49.54387665,49.54387665,49.54387665,0,20,0,ESAB,S&P MidCap 400,Industrials,Corporate Action,3,0,0,0
4/5/2022,49.5438683,53.50737776,44.47057724,44.47057724,2234700,372466.6667,-0.10240013,ESAB,S&P MidCap 400,Industrials,Corporate Action,4,-0.10240013,-0.025600032,0.041804678
9/9/2024,53.24000168,54.79000092,52.29999924,52.34999847,4832700,3257780,-0.015792445,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,1,0,-0.016716814,0.022312352
9/10/2024,52.34999847,52.81000137,51.66999817,52.58000183,3544200,3270870,0.00439357,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,2,0.00439357,-0.006198345,0.021180912
9/11/2024,52.25999832,52.29999924,50.63000107,51.91999817,3635500,3311630,-0.01255237,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,3,-0.01255237,-0.008264485,0.020960951
9/12/2024,52,52.40000153,50.70000076,51.74000168,3034600,3289880,-0.003466805,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,4,-0.003466805,-0.007043576,0.018023031
9/13/2024,54.27999878,56.70000076,53.77999878,55.65000153,6203700,3390965,0.075570153,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,5,0.075570153,0.009053342,0.022861862
9/16/2024,55.52000046,55.97000122,52.83000183,53.88000107,4499200,3515225,-0.031805937,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,6,-0.031805937,0.002003504,0.024072093
9/17/2024,54.29999924,54.74000168,53.77999878,54.09000015,3227600,3554370,0.003897533,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,7,0.003897533,0.002280773,0.023728933
9/18/2024,53.84999847,55.15000153,53.38000107,54,3209600,3609095,-0.001663896,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,8,-0.001663896,0.001784369,0.023594818
9/19/2024,55,55.40999985,53.77000046,54.06999969,3485500,3670420,0.001296291,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,9,0.001296291,0.001732194,0.023540352
9/20/2024,53.68999863,53.97800064,52.61000061,53.90999985,37801100,5438000,-0.002959124,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,10,-0.002959124,0.001258449,0.023276764
9/23/2024,53.99000168,54.88999939,53.07500076,54.83000183,4473700,5538900,0.017065516,ETSY,S&P SmallCap 600,Consumer Discretionary,Index Review,11,0.017065516,0.002714979,0.022584088
9/26/2022,31.50799942,31.75,29.47599983,29.5359993,7254500,1391975,-0.120638377,EXLS,S&P MidCap 400,Information Technology,Corporate Action,1,0,-0.062587284,0.031345418
9/27/2022,29.9279995,30.10199928,28.60400009,28.93199921,3886000,1550225,-0.020449624,EXLS,S&P MidCap 400,Information Technology,Corporate Action,2,-0.020449624,-0.040878511,0.031490349
9/28/2022,29.12999916,29.8560009,28.56800079,29.63599968,3073000,1666000,0.024332936,EXLS,S&P MidCap 400,Information Technology,Corporate Action,3,0.024332936,-0.019804492,0.03227034
9/29/2022,29.27599907,29.35199928,28.76199913,29.24399948,3716500,1804750,-0.013227163,EXLS,S&P MidCap 400,Information Technology,Corporate Action,4,-0.013227163,-0.017963692,0.032281804
9/30/2022,29.19799995,29.59000015,28.88400078,29.47200012,37685000,3646725,0.007796493,EXLS,S&P MidCap 400,Information Technology,Corporate Action,5,0.007796493,-0.012923698,0.032374307
10/3/2022,29.78800011,30.56200027,29.60000038,30.47200012,2577000,3723275,0.03393051,EXLS,S&P MidCap 400,Information Technology,Corporate Action,6,0.03393051,-0.005480086,0.033359157
6/8/2023,17.89570968,19.97683533,17.68956142,19.7706852,5043400,905985,0.206710455,EXPI,S&P SmallCap 600,Real Estate,Corporate Action,1,0,0.104772348,0.050114504
6/9/2023,19.96701802,20.99776303,19.77068475,20.24188423,3405300,1047790,0.023833217,EXPI,S&P SmallCap 600,Real Estate,Corporate Action,2,0.023833217,0.065551313,0.049981468
6/12/2023,20.3596825,21.2137298,18.54360628,18.70067215,4509600,1245535,-0.076139754,EXPI,S&P SmallCap 600,Real Estate,Corporate Action,3,-0.076139754,0.014993584,0.053740964
6/13/2023,18.9853551,20.00137576,18.72030575,19.60380173,17173300,2078995,0.048293963,EXPI,S&P SmallCap 600,Real Estate,Corporate Action,4,0.048293963,0.023861753,0.054100718
6/14/2023,19.36820506,19.75596229,18.94608979,19.12278938,2075300,2157020,-0.024536687,EXPI,S&P SmallCap 600,Real Estate,Corporate Action,5,-0.024536687,0.013713675,0.054868532
3/16/2023,94.30242455,98.00575605,89.47924487,96.75821686,1714400,237005,-0.047480877,EXPO,S&P MidCap 400,Industrials,Corporate Action,1,0,0.026041667,0.018421287
3/17/2023,97.01363172,97.01363172,92.33780058,94.34172821,1246000,291725,-0.024974506,EXPO,S&P MidCap 400,Industrials,Corporate Action,2,-0.024974506,0.000208392,0.018902855
3/20/2023,95.30439293,96.44388425,94.51854382,95.65802765,565400,311580,0.013952463,EXPO,S&P MidCap 400,Industrials,Corporate Action,3,0.013952463,0.004791687,0.01787459
3/21/2023,96.23760518,97.27885888,95.12758209,96.59123993,11691500,889410,0.009755713,EXPO,S&P MidCap 400,Industrials,Corporate Action,4,0.009755713,0.006067753,0.017279592
3/22/2023,96.09025444,96.37512729,91.55194693,91.65018463,552600,908865,-0.05115428,EXPO,S&P MidCap 400,Industrials,Corporate Action,5,-0.05115428,-0.005624967,0.020320957
6/14/2022,28.29999924,28.29999924,26.20999908,26.69000053,9159100,1628670,0.055775309,EYE,S&P SmallCap 600,Consumer Discretionary,Corporate Action,1,0,-0.056890415,0.037449681
6/15/2022,26.79000092,28.04000092,26.27499962,27.79999924,19952800,2513340,0.041588561,EYE,S&P SmallCap 600,Consumer Discretionary,Corporate Action,2,0.041588561,-0.008833922,0.034634162
6/16/2022,27.06999969,27.34000015,25.73999977,26.06999969,4280700,2641205,-0.062230201,EYE,S&P SmallCap 600,Consumer Discretionary,Corporate Action,3,-0.062230201,-0.026266191,0.037362779
12/13/2022,54.02280463,54.65708847,52.30355463,52.76257706,3144258,1707574.05,0.021159649,FBIN,S&P MidCap 400,Industrials,Corporate Action,1,0,-0.023327696,0.020636928
12/14/2022,52.62069429,53.4302432,51.05167062,51.66091919,2642445,1763880.3,-0.020879531,FBIN,S&P MidCap 400,Industrials,Corporate Action,2,-0.020879531,-0.021860078,0.019801417
12/15/2022,49.84861519,56.3323523,48.34485585,56.26399994,3467900,1854638.2,0.089101797,FBIN,S&P MidCap 400,Industrials,Corporate Action,3,0.089101797,0.013828699,0.028136612
12/16/2022,56.15659234,57.70917438,54.38919019,55.78553772,28490400,3238910.2,-0.008503878,FBIN,S&P MidCap 400,Industrials,Corporate Action,4,-0.008503878,0.008157356,0.027419778
12/19/2022,54.82859742,55.27777114,53.80330458,53.85213089,2534000,3305156.3,-0.034657851,FBIN,S&P MidCap 400,Industrials,Corporate Action,5,-0.034657851,-0.000631858,0.028632501
3/6/2023,706.9899902,711.4099731,696.5800171,696.5800171,278900,181640,-0.01226545,FICO,S&P 500,Information Technology,Index Review,1,0,-0.014724357,0.012367222
3/7/2023,696.5700073,705.75,693.4400024,701.7299805,185000,182400,0.007393211,FICO,S&P 500,Information Technology,Index Review,2,0.007393211,-0.003720003,0.01206248
3/8/2023,701.3699951,705,689.4799805,700.539978,192400,183895,-0.001695812,FICO,S&P 500,Information Technology,Index Review,3,-0.001695812,-0.003041067,0.012054115
3/9/2023,700.9400024,711.8499756,696.3800049,696.4299927,265800,186335,-0.005866882,FICO,S&P 500,Information Technology,Index Review,4,-0.005866882,-0.00373414,0.012160958
3/10/2023,694.0499878,707.3099976,683.3300171,695.7600098,237200,185975,-0.000962025,FICO,S&P 500,Information Technology,Index Review,5,-0.000962025,-0.003176843,0.012173405
3/13/2023,689.1199951,693.0900269,662.1900024,682.8900146,486400,201490,-0.018497751,FICO,S&P 500,Information Technology,Index Review,6,-0.018497751,-0.005681357,0.012948312
3/14/2023,691.039978,708.8599854,689.0999756,696.8900146,330400,208530,0.020501105,FICO,S&P 500,Information Technology,Index Review,7,0.020501105,-0.00204084,0.012877195
3/15/2023,684.1199951,691.5,659.3300171,668.2999878,322000,215050,-0.041025164,FICO,S&P 500,Information Technology,Index Review,8,-0.041025164,-0.006840621,0.015761757
3/16/2023,669.4000244,697.6699829,666.5,679.9699707,314500,221690,0.017462192,FICO,S&P 500,Information Technology,Index Review,9,0.017462192,-0.004246488,0.016346732
3/17/2023,677.210022,693.6099854,651.0800171,654.9400024,5150000,471365,-0.036810402,FICO,S&P 500,Information Technology,Index Review,10,-0.036810402,-0.007362196,0.017924156
3/20/2023,654.5,684.4899902,650,682.5499878,309500,476470,0.042156511,FICO,S&P 500,Information Technology,Index Review,11,0.042156511,-0.003142645,0.020415165
12/4/2023,191.3281856,191.8767499,185.3438813,188.4656982,551700,339525,-0.038909598,FIX,S&P MidCap 400,Industrials,Index Review,1,0,-0.014961138,0.023473242
12/5/2023,187.6378654,190.1712142,185.8724914,188.2263184,443500,343530,-0.001270151,FIX,S&P MidCap 400,Industrials,Index Review,2,-0.001270151,-0.008106143,0.023461155
12/6/2023,188.6053332,191.8966885,185.8824637,186.0520172,260500,341490,-0.011551526,FIX,S&P MidCap 400,Industrials,Index Review,3,-0.011551526,-0.009192178,0.023591647
12/7/2023,187.1192171,190.4006039,186.0719609,188.3759155,252200,339660,0.012490584,FIX,S&P MidCap 400,Industrials,Index Review,4,0.012490584,-0.0038576,0.023680926
12/8/2023,188.0069062,194.0510515,188.0069062,193.5024872,354300,344270,0.027214581,FIX,S&P MidCap 400,Industrials,Index Review,5,0.027214581,0.00227285,0.024376224
12/11/2023,194.4599676,195.8164105,191.5575764,195.5271606,284600,348390,0.010463294,FIX,S&P MidCap 400,Industrials,Index Review,6,0.010463294,0.003657742,0.024324676
12/12/2023,196.0956923,199.8259144,195.6568409,197.4820557,403900,361365,0.009998074,FIX,S&P MidCap 400,Industrials,Index Review,7,0.009998074,0.00459485,0.024350645
12/13/2023,197.5718147,203.3666139,195.6269187,200.4542542,358000,359595,0.015050474,FIX,S&P MidCap 400,Industrials,Index Review,8,0.015050474,0.005962313,0.019647395
12/14/2023,204.3241098,206.1892132,200.5340471,204.8527222,357800,309930,0.021942503,FIX,S&P MidCap 400,Industrials,Index Review,9,0.021942503,0.007854181,0.020078039
12/15/2023,205.4611225,205.4611225,200.6537238,202.8379974,6746100,630665,-0.009834991,FIX,S&P MidCap 400,Industrials,Index Review,10,-0.009834991,0.006015743,0.019049651
12/18/2023,204.2044284,205.7005045,201.5414146,202.5487671,292500,632485,-0.001425918,FIX,S&P MidCap 400,Industrials,Index Review,11,-0.001425918,0.00533143,0.01904953
9/5/2023,19.35383148,19.55001907,18.4611815,18.48080063,5862600,7524730,-0.051836959,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,1,0,-0.045108941,0.070982858
9/6/2023,18.61813049,18.73584342,18.07861743,18.5200367,3257700,7559815,0.002123072,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,2,0.002123072,-0.021540819,0.070936291
9/7/2023,18.29442277,18.47099123,18.15709258,18.2159481,4686500,7693715,-0.016419438,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,3,-0.016419438,-0.0195979,0.070930612
9/8/2023,18.0786174,18.13747292,17.64700583,17.79414558,3226800,7688620,-0.023155672,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,4,-0.023155672,-0.020146991,0.070964813
9/11/2023,18.11785325,18.3238504,17.34291624,17.37234306,6218700,7855640,-0.023704567,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,5,-0.023704567,-0.020476446,0.070920285
9/12/2023,17.47043734,17.47043734,16.99958938,17.06825447,4003400,7902705,-0.017504178,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,6,-0.017504178,-0.019682382,0.07067174
9/13/2023,17.39196294,17.48024716,16.93092454,17.0388279,3964300,7960515,-0.001724053,FL,S&P SmallCap 600,Consumer Discretionary,Index Review,7,-0.001724053,-0.01708782,0.070710097
